fecha,ventasUnidades,visitasWeb,impresionesAds,descuentoPorc,diaSemana,esFinSemana,esCampania,impresionesContratadas
2025-04-24,187,18,54,10,3,0,0,64
2025-04-25,165,12,39,10,4,0,0,48
2025-04-26,206,20,60,10,5,1,0,70
2025-04-27,226,26,79,10,6,1,0,93
2025-04-28,191,19,58,10,0,0,0,67
2025-04-29,186,18,56,10,1,0,0,61
2025-04-30,240,23,68,30,2,0,1,77
2025-05-01,245,25,78,30,3,0,1,88
2025-05-02,241,24,74,30,4,0,1,83
2025-05-03,255,24,72,30,5,1,1,82
2025-05-04,250,22,66,30,6,1,1,80
2025-05-05,240,22,71,35,0,0,1,83
2025-05-06,232,20,63,35,1,0,1,77
2025-05-07,237,24,75,30,2,0,1,89
2025-05-08,248,26,79,30,3,0,1,95
2025-05-09,257,25,77,35,4,0,1,89
2025-05-10,253,24,72,30,5,1,1,86
2025-05-11,193,19,55,10,6,1,0,66
2025-05-12,171,16,49,10,0,0,0,56
2025-05-13,185,20,61,10,1,0,0,73
2025-05-14,185,20,59,10,2,0,0,71
2025-05-15,190,20,59,10,3,0,0,68
2025-05-16,188,20,63,10,4,0,0,72
2025-05-17,202,19,58,10,5,1,0,66
2025-05-18,195,17,49,10,6,1,0,58
2025-05-19,193,21,69,10,0,0,0,82
2025-05-20,185,17,49,15,1,0,0,56
2025-05-21,193,23,72,10,2,0,0,85
2025-05-22,170,15,44,10,3,0,0,53
2025-05-23,177,17,54,10,4,0,0,65
2025-05-24,200,19,59,10,5,1,0,73
2025-05-25,208,21,67,10,6,1,0,81
2025-05-26,191,20,62,10,0,0,0,71
2025-05-27,186,18,54,10,1,0,0,67
2025-05-28,193,20,65,10,2,0,0,75
2025-05-29,179,16,49,10,3,0,0,60
2025-05-30,185,18,55,10,4,0,0,65
2025-05-31,201,19,58,10,5,1,0,67
2025-06-01,205,20,60,10,6,1,0,67
2025-06-02,184,18,56,10,0,0,0,66
2025-06-03,203,20,65,15,1,0,0,73
2025-06-04,213,26,83,10,2,0,0,100
2025-06-05,177,16,50,10,3,0,0,62
2025-06-06,183,19,60,10,4,0,0,69
2025-06-07,209,22,70,10,5,1,0,83
2025-06-08,212,21,64,10,6,1,0,74
2025-06-09,201,22,71,10,0,0,0,82
2025-06-10,179,17,53,10,1,0,0,64
2025-06-11,195,21,61,10,2,0,0,72
2025-06-12,180,17,54,10,3,0,0,67
2025-06-13,195,21,63,10,4,0,0,73
2025-06-14,210,21,66,10,5,1,0,80
2025-06-15,221,21,66,15,6,1,0,78
2025-06-16,188,18,55,10,0,0,0,66
2025-06-17,177,15,47,10,1,0,0,54
2025-06-18,186,17,55,10,2,0,0,65
2025-06-19,195,20,59,10,3,0,0,69
2025-06-20,191,18,52,10,4,0,0,60
2025-06-21,217,22,68,10,5,1,0,81
2025-06-22,204,18,55,10,6,1,0,66
2025-06-23,194,20,66,10,0,0,0,79
2025-06-24,190,21,67,5,1,0,0,82
2025-06-25,178,15,47,10,2,0,0,58
2025-06-26,193,20,62,10,3,0,0,72
2025-06-27,196,23,67,5,4,0,0,80
2025-06-28,210,20,59,10,5,1,0,68
2025-06-29,220,23,70,10,6,1,0,82
2025-06-30,189,19,59,10,0,0,0,68
2025-07-01,196,21,64,10,1,0,0,79
2025-07-02,187,18,56,10,2,0,0,67
2025-07-03,188,18,57,10,3,0,0,67
2025-07-04,187,18,54,10,4,0,0,66
2025-07-05,208,20,61,10,5,1,0,67
2025-07-06,204,20,60,10,6,1,0,67
2025-07-07,180,17,55,10,0,0,0,66
2025-07-08,182,21,61,5,1,0,0,72
2025-07-09,183,18,57,10,2,0,0,68
2025-07-10,179,17,54,10,3,0,0,61
2025-07-11,185,17,48,10,4,0,0,56
2025-07-12,216,22,67,10,5,1,0,83
2025-07-13,190,17,55,5,6,1,0,66
2025-07-14,190,20,60,10,0,0,0,71
2025-07-15,190,21,64,10,1,0,0,74
2025-07-16,196,22,68,10,2,0,0,79
2025-07-17,181,18,58,10,3,0,0,64
2025-07-18,184,18,57,10,4,0,0,68
2025-07-19,210,22,67,10,5,1,0,81
2025-07-20,208,21,62,10,6,1,0,70
2025-07-21,196,22,65,10,0,0,0,75
2025-07-22,177,19,59,5,1,0,0,67
2025-07-23,195,18,51,15,2,0,0,58
2025-07-24,184,17,51,10,3,0,0,60
2025-07-25,189,19,60,10,4,0,0,66
2025-07-26,207,21,62,10,5,1,0,74
2025-07-27,218,24,74,10,6,1,0,89
2025-07-28,188,19,58,10,0,0,0,68
2025-07-29,200,22,69,10,1,0,0,76
2025-07-30,197,22,65,10,2,0,0,74
2025-07-31,185,18,56,10,3,0,0,68
2025-08-01,181,17,52,10,4,0,0,56
2025-08-02,203,20,62,10,5,1,0,72
2025-08-03,205,21,62,10,6,1,0,71
2025-08-04,184,18,57,10,0,0,0,69
2025-08-05,194,21,63,10,1,0,0,73
2025-08-06,195,21,65,10,2,0,0,77
2025-08-07,198,22,66,10,3,0,0,79
2025-08-08,191,20,66,10,4,0,0,81
2025-08-09,208,20,62,10,5,1,0,73
2025-08-10,214,22,72,10,6,1,0,85
2025-08-11,180,17,51,10,0,0,0,57
2025-08-12,187,20,61,10,1,0,0,74
2025-08-13,179,18,59,10,2,0,0,68
2025-08-14,192,22,67,10,3,0,0,78
2025-08-15,167,14,44,10,4,0,0,52
2025-08-16,206,23,73,10,5,1,0,83
2025-08-17,208,23,70,10,6,1,0,83
2025-08-18,174,19,57,5,0,0,0,69
2025-08-19,186,20,61,10,1,0,0,72
2025-08-20,190,20,64,10,2,0,0,72
2025-08-21,195,22,69,10,3,0,0,81
2025-08-22,198,23,74,10,4,0,0,89
2025-08-23,205,21,64,10,5,1,0,72
2025-08-24,222,25,76,10,6,1,0,87
2025-08-25,187,18,53,10,0,0,0,64
2025-08-26,197,20,61,10,1,0,0,72
2025-08-27,194,20,61,10,2,0,0,73
2025-08-28,184,17,52,10,3,0,0,65
2025-08-29,191,20,60,10,4,0,0,72
2025-08-30,206,20,60,10,5,1,0,72
2025-08-31,217,23,70,10,6,1,0,88
2025-09-01,190,18,58,10,0,0,0,68
2025-09-02,182,16,49,10,1,0,0,56
2025-09-03,186,17,51,10,2,0,0,61
2025-09-04,192,19,61,10,3,0,0,73
2025-09-05,193,20,64,10,4,0,0,74
2025-09-06,218,22,67,10,5,1,0,77
2025-09-07,212,20,61,10,6,1,0,76
2025-09-08,204,21,61,10,0,0,0,72
2025-09-09,196,18,52,10,1,0,0,60
2025-09-10,196,19,59,10,2,0,0,71
2025-09-11,201,21,68,10,3,0,0,80
2025-09-12,196,19,62,10,4,0,0,72
2025-09-13,208,18,57,10,5,1,0,68
2025-09-14,226,23,70,10,6,1,0,80
2025-09-15,198,19,60,10,0,0,0,71
2025-09-16,200,19,56,10,1,0,0,70
2025-09-17,207,22,68,10,2,0,0,81
2025-09-18,193,18,53,10,3,0,0,62
2025-09-19,200,21,65,10,4,0,0,75
2025-09-20,219,22,71,10,5,1,0,83
2025-09-21,237,27,88,10,6,1,0,103
2025-09-22,187,16,50,10,0,0,0,58
2025-09-23,200,20,63,10,1,0,0,76
2025-09-24,193,20,58,10,2,0,0,65
2025-09-25,198,22,67,10,3,0,0,81
2025-09-26,189,19,62,10,4,0,0,72
2025-09-27,206,20,64,10,5,1,0,76
2025-09-28,222,24,76,10,6,1,0,87
2025-09-29,194,19,60,10,0,0,0,73
2025-09-30,196,20,65,10,1,0,0,79
2025-10-01,194,19,58,10,2,0,0,70
2025-10-02,193,20,61,10,3,0,0,69
2025-10-03,185,17,58,10,4,0,0,70
2025-10-04,204,20,60,10,5,1,0,71
2025-10-05,208,21,66,10,6,1,0,74
2025-10-06,186,20,61,10,0,0,0,72
2025-10-07,194,22,71,10,1,0,0,84
2025-10-08,195,21,64,10,2,0,0,76
2025-10-09,195,21,64,10,3,0,0,76
2025-10-10,190,19,58,10,4,0,0,69
2025-10-11,223,24,76,10,5,1,0,92
2025-10-12,203,20,60,10,6,1,0,73
2025-10-13,172,19,56,5,0,0,0,60
2025-10-14,175,17,52,10,1,0,0,61
2025-10-15,173,17,52,10,2,0,0,61
2025-10-16,186,21,66,10,3,0,0,74
2025-10-17,177,19,58,5,4,0,0,68
2025-10-18,202,18,54,10,5,1,0,66
2025-10-19,213,21,65,10,6,1,0,74
2025-10-20,191,19,60,10,0,0,0,71
2025-10-21,185,17,55,10,1,0,0,63
2025-10-22,196,20,62,10,2,0,0,72
2025-10-23,192,19,55,10,3,0,0,68
2025-10-24,200,20,62,10,4,0,0,72
2025-10-25,229,23,71,15,5,1,0,84
2025-10-26,213,20,62,10,6,1,0,69
2025-10-27,204,22,69,10,0,0,0,85
2025-10-28,197,19,58,10,1,0,0,69
2025-10-29,197,19,61,10,2,0,0,71
2025-10-30,205,22,67,10,3,0,0,80
2025-10-31,197,20,65,10,4,0,0,74
2025-11-01,215,21,63,10,5,1,0,76
2025-11-02,215,21,60,10,6,1,0,70
2025-11-03,196,20,60,5,0,0,0,70
2025-11-04,198,17,58,10,1,0,0,67
2025-11-05,211,21,64,10,2,0,0,74
2025-11-06,204,20,62,10,3,0,0,74
2025-11-07,255,21,65,35,4,0,1,77
2025-11-08,280,24,73,35,5,1,1,87
2025-11-09,286,27,84,35,6,1,1,99
2025-11-10,242,21,65,30,0,0,1,77
2025-11-11,278,28,91,35,1,0,1,106
2025-11-12,243,21,67,30,2,0,1,83
2025-11-13,258,24,75,35,3,0,1,85
2025-11-14,234,19,60,30,4,0,1,73
2025-11-15,272,25,79,30,5,1,1,96
2025-11-16,219,21,63,10,6,1,0,72
2025-11-17,206,21,67,10,0,0,0,83
2025-11-18,205,20,61,10,1,0,0,74
2025-11-19,202,19,60,10,2,0,0,73
2025-11-20,217,24,75,10,3,0,0,88
2025-11-21,206,21,67,10,4,0,0,78
2025-11-22,216,20,65,10,5,1,0,76
2025-11-23,222,22,69,10,6,1,0,82
2025-11-24,193,14,42,15,0,0,0,52
2025-11-25,194,18,55,10,1,0,0,65
2025-11-26,209,22,69,10,2,0,0,79
2025-11-27,188,19,58,5,3,0,0,70
2025-11-28,196,20,61,10,4,0,0,74
2025-11-29,208,19,59,10,5,1,0,71
2025-11-30,222,23,70,10,6,1,0,84
2025-12-01,204,20,63,15,0,0,0,74
2025-12-02,200,20,61,15,1,0,0,70
2025-12-03,200,22,68,10,2,0,0,78
2025-12-04,208,23,70,10,3,0,0,79
2025-12-05,201,21,61,10,4,0,0,72
2025-12-06,214,18,57,15,5,1,0,67
2025-12-07,220,22,70,10,6,1,0,81
2025-12-08,197,20,61,10,0,0,0,66
2025-12-09,186,17,54,10,1,0,0,61
2025-12-10,185,16,50,10,2,0,0,61
2025-12-11,182,19,56,5,3,0,0,65
2025-12-12,195,19,61,10,4,0,0,72
2025-12-13,220,22,64,10,5,1,0,73
2025-12-14,216,20,62,10,6,1,0,76
2025-12-15,249,24,76,30,0,0,1,89
2025-12-16,252,24,72,30,1,0,1,85
2025-12-17,258,23,74,35,2,0,1,92
2025-12-18,253,24,73,30,3,0,1,89
2025-12-19,247,23,74,30,4,0,1,86
2025-12-20,268,23,71,35,5,1,1,82
2025-12-21,281,26,82,35,6,1,1,96
2025-12-22,255,25,77,30,0,0,1,92
2025-12-23,270,29,95,30,1,0,1,112
2025-12-24,238,19,60,30,2,0,1,70
2025-12-25,252,23,73,30,3,0,1,89
2025-12-26,245,22,70,30,4,0,1,82
2025-12-27,281,26,81,35,5,1,1,100
2025-12-28,212,20,61,10,6,1,0,72
2025-12-29,203,20,63,10,0,0,0,78
2025-12-30,222,22,70,15,1,0,0,83
2025-12-31,197,18,58,10,2,0,0,70
